word,score
tennis,72.03225806451613
racquet,1.032258064516129
shoe,42.29032258064516
ball,86.90322580645162
card,89.25806451612904
men,47.96774193548387
training,21.612903225806452
racket,1.0
athletic,5.225806451612903
paddle,1.0
aid,2.7096774193548385
table,12.483870967741936
single,5.548387096774194
new,77.0
trading,9.870967741935484
set,33.064516129032256
pick,7.645161290322581
black,83.41935483870968
pong,1.0
ping,3.838709677419355
wilson,9.03225806451613
short,35.54838709677419
size,77.45161290322581
grip,2.032258064516129
topps,1.0
top,57.45161290322581
head,23.096774193548388
pro,88.06451612903226
pickleball,2.4516129032258065
sneaker,2.2580645161290325
sweatshirt,1.4193548387096775
sport,36.61290322580645
white,83.80645161290323
hoodies,4.67741935483871
string,34.483870967741936
baseball,64.12903225806451
yonex,3.4838709677419355
blade,43.03225806451613
nike,32.61290322580645
rubber,5.032258064516129
blue,85.3225806451613
model,44.41935483870968
vintage,13.064516129032258
2025,85.83870967741936
free,21.580645161290324
butterfly,1.0
complete,1.0
puma,6.193548387096774
pant,2.3548387096774195
red,67.48387096774194
air,80.6774193548387
case,30.903225806451612
100,70.0
power,75.03225806451613
machine,49.806451612903224
bag,48.74193548387097
base,30.06451612903226
casual,21.258064516129032
hoodie,27.451612903225808
jordan,83.41935483870968
basketball,56.58064516129032
hopper,5.290322580645161
pack,66.90322580645162
trainer,18.548387096774192
adidas,82.61290322580645
cart,17.483870967741936
running,74.3225806451613
sleeve,7.419354838709677
brand,31.612903225806452
green,68.61290322580645
tour,59.774193548387096
series,70.0
football,69.45161290322581
ship,17.870967741935484
practice,19.70967741935484
babolat,0.9354838709677419
professional,18.032258064516128
used,25.741935483870968
retro,3.7419354838709675
2024,62.70967741935484
cover,15.96774193548387
glove,1.0
grommet,0.967741935483871
carbon,24.580645161290324
shipping,27.322580645161292
shirt,86.70967741935483
nwt,0.03225806451612903
list,71.96774193548387
unisex,1.0
portable,8.419354838709678
performance,15.161290322580646
insert,3.5483870967741935
automatic,9.096774193548388
net,66.41935483870968
tshirt,5.354838709677419
collector,3.225806451612903
lot,14.387096774193548
long,76.74193548387096
prince,7.129032258064516
lace,2.096774193548387
box,36.29032258064516
graphite,0.3870967741935484
badminton,14.419354838709678
condition,21.129032258064516
classic,84.70967741935483
choose,19.70967741935484
gym,89.58064516129032
fit,89.64516129032258
grey,70.70967741935483
pure,16.838709677419356
color,77.25806451612904
super,69.7741935483871
speed,74.38709677419355
ultra,46.38709677419355
basket,12.548387096774194
outdoor,29.193548387096776
usa,87.7741935483871
jersey,35.41935483870968
japan,56.29032258064516
low,56.58064516129032
picker,2.2580645161290325
panini,2.096774193548387
hard,46.935483870967744
good,74.3225806451613
leather,8.774193548387096
original,19.0
yellow,15.451612903225806
handle,4.870967741935484
staff,7.129032258064516
hand,24.806451612903224
soccer,10.67741935483871
high,70.25806451612904
penn,3.129032258064516
upper,16.29032258064516
chrome,35.774193548387096
logo,84.80645161290323
tee,11.741935483870968
titanium,5.709677419354839
sealed,11.580645161290322
holder,84.64516129032258
rare,73.38709677419355
lightweight,20.322580645161292
armour,34.45161290322581
stiga,0.3548387096774194
dunlop,1.0
star,76.54838709677419
made,38.774193548387096
authentic,1.0
large,12.290322580645162
one,84.70967741935483
adult,10.225806451612904
club,51.03225806451613
deck,26.032258064516128
orange,54.54838709677419
rookie,8.548387096774194
wood,40.61290322580645
team,75.41935483870968
tool,77.06451612903226
gamma,16.129032258064516
jacket,47.806451612903224
indoor,26.35483870967742
ezone,0.06451612903225806
player,45.41935483870968
fleece,3.2580645161290325
essential,9.387096774193548
small,80.64516129032258
foldable,2.870967741935484
tape,33.064516129032256
silver,89.41935483870968
reel,25.451612903225808
replacement,28.70967741935484
2023,62.03225806451613
mid,11.161290322580646
force,22.451612903225808
premium,27.032258064516128
compression,7.225806451612903
level,74.90322580645162
jogger,2.0
rebound,1.4193548387096775
revo,2.0
wheel,22.032258064516128
robot,12.193548387096774
gold,83.96774193548387
medium,12.129032258064516
lite,31.70967741935484
bridgestone,2.064516129032258
tank,44.193548387096776
pink,87.29032258064517
heritage,14.548387096774194
active,16.548387096774192
rolling,5.419354838709677
max,78.41935483870968
alc,0.5806451612903226
workout,10.806451612903226
zip,26.451612903225808
womens,23.322580645161292
light,86.7741935483871
200m,0.3225806451612903
pullover,1.4838709677419355
mini,59.483870967741936
plus,90.58064516129032
tiger,12.290322580645162
squash,2.4838709677419355
soft,15.741935483870968
court,76.3225806451613
vibration,3.3870967741935485
fear,10.903225806451612
god,50.83870967741935
bowman,1.1935483870967742
2022,56.25806451612903
drive,86.90322580645162
fan,31.35483870967742
tshirts,1.1290322580645162
gray,12.96774193548387
right,78.7741935483871
sticker,17.774193548387096
hockey,14.903225806451612
fiber,21.35483870967742
no,79.87096774193549
bat,2.0
score,10.774193548387096
hold,3.064516129032258
tag,11.064516129032258
champion,4.225806451612903
open,70.0
cotton,7.935483870967742
pocket,86.51612903225806
diadora,2.096774193548387
finish,45.58064516129032
pictured,1.032258064516129
2014,68.83870967741936
teaching,19.387096774193548
adjustable,10.129032258064516
organizer,9.612903225806452
left,78.93548387096774
tech,78.74193548387096
protection,40.38709677419355
1250,3.032258064516129
spin,28.677419354838708
balance,88.45161290322581
equipment,32.96774193548387
mesh,17.096774193548388
edition,56.483870967741936
glass,81.87096774193549
style,39.29032258064516
golf,78.90322580645162
navy,22.193548387096776
purple,20.483870967741936
kit,56.29032258064516
two,76.19354838709677
control,60.12903225806452
onitsuka,1.967741935483871
mexico,58.354838709677416
edge,29.032258064516128
solo,76.80645161290323
sweatpants,3.7096774193548385
2012,60.32258064516129
weight,77.41935483870968
wide,19.870967741935484
dry,38.0
438,0.7096774193548387
inch,51.58064516129032
brown,81.35483870967742
joola,0.03225806451612903
asics,15.903225806451612
metal,59.483870967741936
elite,29.35483870967742
woman,85.3225806451613
fleer,0.06451612903225806
105,11.35483870967742
hooded,2.0
radical,1.5161290322580645
king,78.64516129032258
layer,4.935483870967742
official,31.161290322580644
track,21.032258064516128
frame,48.225806451612904
hyper,10.064516129032258
300,66.51612903225806
200,88.2258064516129
extra,46.193548387096776
storage,79.12903225806451
hat,76.80645161290323
tube,93.54838709677419
hurricane,18.838709677419356
110,34.16129032258065
triple,35.74193548387097
2013,75.03225806451613
swing,3.129032258064516
game,80.54838709677419
stadium,6.806451612903226
full,83.25806451612904
2015,18.612903225806452
world,87.80645161290323
fast,26.741935483870968
sporting,5.967741935483871
dark,8.419354838709678
best,80.19354838709677
water,27.838709677419356
motion,2.161290322580645
bedlam,0.06451612903225806
choice,36.225806451612904
kid,76.09677419354838
parallel,10.064516129032258
pickup,28.64516129032258
beige,6.096774193548387
padel,4.096774193548387
double,20.258064516129032
big,81.87096774193549
muscle,10.03225806451613
protective,7.516129032258065
150,87.16129032258064
cleat,1.032258064516129
prizm,2.0
ten,35.516129032258064
duty,15.870967741935484
python,22.322580645161292
play,85.74193548387096
retriever,2.225806451612903
goggles,2.129032258064516
nfl,32.45161290322581
moisture,3.6774193548387095
414,1.0
2011,41.70967741935484
2018,72.61290322580645
safety,53.61290322580645
back,82.48387096774194
print,21.838709677419356
toss,1.0
sponge,2.0
junior,14.290322580645162
franklin,7.225806451612903
excellent,1.0
beach,86.25806451612904
heavy,12.419354838709678
dual,77.80645161290323
comfort,54.935483870967744
stretch,36.16129032258065
metallic,18.322580645161292
regular,28.193548387096776
album,51.16129032258065
wicking,0.16129032258064516
serve,62.645161290322584
self,64.25806451612904
wall,48.096774193548384
foot,37.645161290322584
special,26.741935483870968
cup,64.54838709677419
elastic,12.225806451612904
sleeveless,7.096774193548387
quick,89.38709677419355
donruss,1.8709677419354838
tracksuits,1.0
xxl,86.2258064516129
2xl,2.870967741935484
launcher,33.354838709677416
mint,4.806451612903226
old,80.90322580645162
strap,3.5806451612903225
system,32.12903225806452
2016,14.96774193548387
mizuno,3.967741935483871
eyewear,2.0
durable,2.870967741935484
eye,87.90322580645162
polo,14.451612903225806
2020,28.741935483870968
stock,71.7741935483871
